"MacroTrends Data Download"
"MA - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,open,high,low,close,volume
2015-07-21,97.2,97.4,96.32,96.71,3836185
2015-07-22,96.3,97.36,96.15,96.88,3809698
2015-07-23,96.9,96.97,94.865,95.16,4896923
2015-07-24,97.3,97.49,95.52,95.83,6799726
2015-07-27,95.47,95.83,94.3,94.39,4538910
2015-07-28,95.07,95.47,94.71,95.16,6526331
2015-07-29,94.4,97.95,93,96.73,11421718
2015-07-30,96.64,98.82,96.11,98.41,4407228
2015-07-31,98.65,98.78,97.269,97.4,3956686
2015-08-03,97.74,97.88,96.31,97.44,2989708
2015-08-04,97.45,98.3,97.14,97.3,2976197
2015-08-05,98.08,98.73,97.79,98.27,3306127
2015-08-06,98.56,98.61,96.92,97.16,4110869
2015-08-07,97.09,97.79,96.555,97.77,3114852
2015-08-10,98.37,99.18,97.8,98.08,3445457
2015-08-11,97.2,97.7647,96.7,97.2,4178710
2015-08-12,96.56,97.34,95.27,97.04,3928434
2015-08-13,97.29,97.9,96.58,97.23,2441036
2015-08-14,97.23,98.07,96.86,97.89,1849768
2015-08-17,97.56,97.95,96.8,97.86,2423866
2015-08-18,97.68,98.11,97.5,97.6,2214971
2015-08-19,97.15,97.48,96.169,96.6,3737032
2015-08-20,95.97,96.12,94.52,94.56,4884014
2015-08-21,93.53,93.93,90.64,90.68,7990678
2015-08-24,85.5,90.55,74.61,87.83,11368908
2015-08-25,90.83,90.89,86.66,86.82,6600306
2015-08-26,88.91,91.87,87.95,91.71,6588892
2015-08-27,93.15,94.21,92.05,94.05,5435333
2015-08-28,93.78,94.17,93.06,94.08,3136588
2015-08-31,93.34,93.64,92,92.37,4962434
2015-09-01,90.2,91.04,88.54,89.05,6340954
2015-09-02,90.18,90.57,88.99,90.43,5174852
2015-09-03,90.99,92.35,90.94,91.65,3617897
2015-09-04,90.75,90.93,89.89,90.53,3596455
2015-09-08,92.21,93.128,91.58,92.9,4176303
2015-09-09,91.2,93.55,89.7711,89.97,8118214
2015-09-10,89.8,90.69,89.55,89.68,7369710
2015-09-11,89.51,91.42,89.46,91.35,4572274
2015-09-14,91.28,91.45,90.55,90.94,3740391
2015-09-15,91.28,92.6,90.18,92.11,4670215
2015-09-16,92.32,92.77,91.87,92.73,4128608
2015-09-17,92.65,94.84,92.63,93.21,4627013
2015-09-18,92.05,93.32,91.84,92.15,8342890
2015-09-21,92.87,94.07,92.585,93.05,3996841
2015-09-22,91.73,92.31,91.41,92.07,3457138
2015-09-23,91.91,92.74,91.8073,92.14,2557025
2015-09-24,91.41,91.57,90.11,91.12,3513814
2015-09-25,92.09,92.1,90.7,91.3,3880798
2015-09-28,90.97,91.095,88.15,88.35,4811935
2015-09-29,88.67,89.55,88.015,88.76,4501215
2015-09-30,90.2,90.29,88.95,90.12,4530319
2015-10-01,90.57,90.88,89.4,90.73,4496019
2015-10-02,89.27,92.12,88.92,92.07,3543117
2015-10-05,92.79,94.37,92.55,94.33,3837658
2015-10-06,94,94.85,93.77,93.92,3641713
2015-10-07,94.51,95.27,94.2,95.18,3756790
2015-10-08,94.7,96,94.65,95.87,2970506
2015-10-09,95.63,96.19,95.11,95.82,4733170
2015-10-12,95.83,96.82,95.82,96.64,2577857
2015-10-13,96.32,96.6741,95.88,95.93,2415080
2015-10-14,95.71,96.19,94.79,95.03,2832465
2015-10-15,95.96,97.16,95.52,97.16,2897744
2015-10-16,97.37,97.69,96.66,97.64,3388279
2015-10-19,97.21,97.99,97.01,97.74,4024291
2015-10-20,97.48,97.83,97.07,97.67,2451610
2015-10-21,98.11,98.36,96.48,96.6,2900397
2015-10-22,97.44,98.74,97.16,98.02,4033210
2015-10-23,99.25,99.86,98.18,99.79,5240447
2015-10-26,98.5,99.934,98.5,99.63,3651978
2015-10-27,99.35,99.47,97.84,98.43,3789254
2015-10-28,98.73,100.13,98.36,100.09,4582460
2015-10-29,99.88,101.65,99,100.59,4940197
2015-10-30,100.77,101,98.72,98.99,5538972
2015-11-02,98.9,99.67,98.69,99.38,5480711
2015-11-03,99.45,100.55,99.0099,100.12,4497470
2015-11-04,100.1,100.69,99.51,100.52,3292176
2015-11-05,100,101.2,99.81,100.69,3032346
2015-11-06,100.8,101.51,100.2675,101.5,4333163
2015-11-09,101.04,101.17,99.8,100.47,3722708
2015-11-10,99.97,100.77,99.82,100.65,2991715
2015-11-11,101.29,101.76,100.76,100.88,4667205
2015-11-12,100.81,100.81,98.26,98.28,5274467
2015-11-13,98.09,98.5,96.6895,96.86,4361016
2015-11-16,96.57,98.36,96.5,98.3,3979513
2015-11-17,98.56,99.02,97.81,98.07,3767296
2015-11-18,98.43,99.22,98.13,99.16,4502203
2015-11-19,99.01,99.256,98.35,98.93,3620484
2015-11-20,99.42,100.15,99.27,99.5,3320800
2015-11-23,99.96,99.96,99.06,99.37,2115854
2015-11-24,98.73,98.92,97.56,98.5,2588417
2015-11-25,98.54,98.84,98.06,98.16,2196176
2015-11-27,98.28,98.95,98.265,98.67,1502598
2015-11-30,98.8,98.89,97.92,97.92,3845847
2015-12-01,98.21,98.67,97.17,97.93,4891120
2015-12-02,97.74,97.999,96.91,97.1,3584225
2015-12-03,97.33,97.95,95.7,95.96,3478681
2015-12-04,96.43,98.7,96.24,98.7,3867843
2015-12-07,98.3,98.69,97.43,97.82,2855616
2015-12-08,97.18,98.57,96.76,98.18,3663943
2015-12-09,98.61,99.93,97.49,97.82,5111255
2015-12-10,98.12,98.66,97.45,97.61,2907936
2015-12-11,96.12,96.68,94.5,94.83,4558288
2015-12-14,95.08,96.31,94.7,96.3,3927527
2015-12-15,97.4,98.86,97.28,98.43,4579879
2015-12-16,99.65,100.29,98.89,100.04,4493626
2015-12-17,100.54,100.8,99.26,99.33,4581159
2015-12-18,98.64,98.93,96.205,96.29,6028670
2015-12-21,96.91,97.7399,96.23,97.04,2748392
2015-12-22,97.51,97.79,96.78,97.54,3341822
2015-12-23,97.94,98.88,97.71,98.73,2054162
2015-12-24,98.78,99.11,98.31,98.59,932729
2015-12-28,98.15,98.62,97.86,98.53,1673416
2015-12-29,99.23,99.99,99.23,99.72,2362253
2015-12-30,99.67,99.965,98.73,98.87,1856733
2015-12-31,98.25,98.86,97.36,97.36,3218984
2016-01-04,95.37,95.59,93.72,94.81,6378566
2016-01-05,95.38,95.83,94.41,94.99,4352541
2016-01-06,93.49,94.39,92.98,93.35,4370013
2016-01-07,91.56,92.37,90.6835,91.64,6599769
2016-01-08,91.97,92.24,89.72,89.89,5911680
2016-01-11,90.25,91.1,89.29,90.58,5845545
2016-01-12,91.61,91.87,90.12,91.44,4440732
2016-01-13,92.07,92.15,88.75,89.19,4894988
2016-01-14,89.4,91.69,89.16,90.71,6236253
2016-01-15,88.09,89.28,87.82,88.71,6459530
2016-01-19,89.56,89.74,85.49,86.22,10174734
2016-01-20,84.71,85.96,83.52,85.13,11672134
2016-01-21,85.23,87.5299,84.56,86.12,5989652
2016-01-22,87.73,88.83,87.4,88,4911826
2016-01-25,88.03,88.19,86.65,86.77,5110337
2016-01-26,87,87.5,86.4,87,4872670
2016-01-27,86.89,87.05,84.34,84.81,6749257
2016-01-28,85.34,85.65,83.35,83.43,9168669
2016-01-29,81.45,89.25,81,89.03,16407595
2016-02-01,88.52,89.2,87.23,88.63,5956387
2016-02-02,87.68,87.74,85.37,85.93,7096901
2016-02-03,86.56,86.76,84.46,86.47,5253412
2016-02-04,86.24,86.87,85.74,86.33,4490315
2016-02-05,86.04,86.32,82.18,82.76,8471725
2016-02-08,81.44,81.74,79.87,80.65,9213751
2016-02-09,78.87,83.23,78.52,81.97,7802523
2016-02-10,83.06,84.84,82.93,83.31,4859242
2016-02-11,80.15,82.79,79.98,82.11,6283439
2016-02-12,83.62,85.265,83.31,84.89,5213342
2016-02-16,86.12,86.59,85.36,86.18,4335339
2016-02-17,86.93,87.6,86.59,87.21,4143408
2016-02-18,86.58,87.45,85.83,86.04,3551664
2016-02-19,85.65,86.86,85.2201,86.79,3490339
2016-02-22,87.93,88.23,87.52,87.82,3011255
2016-02-23,87.26,87.85,85.93,86.21,4236682
2016-02-24,85.14,86.76,84.59,86.42,3361257
2016-02-25,86.55,87.43,85.52,87.42,3281204
2016-02-26,88.11,88.59,87.49,87.57,3294876
2016-02-29,87.3,88.83,86.9,86.92,4302207
2016-03-01,87.77,90.13,87.72,90.1,4967170
2016-03-02,89.76,90.0853,88.9934,89.89,3898322
2016-03-03,89.73,90.14,88.92,89.74,4202542
2016-03-04,90,90.56,89.5001,90.05,3180858
2016-03-07,89.69,89.75,87.44,88.3,4939312
2016-03-08,87.46,87.76,86.81,86.85,4234410
2016-03-09,87.21,87.6,86.7001,87.18,3478625
2016-03-10,87.66,88.2,85.93,86.89,3239885
2016-03-11,87.905,89.1617,87.78,88.58,4003247
2016-03-14,88.53,89.13,88.02,88.87,4407414
2016-03-15,88.36,89.7025,88.2,89.36,4468819
2016-03-16,89.22,90.32,89.02,90.01,3005047
2016-03-17,89.92,91.66,89.66,91.41,4568930
2016-03-18,92.01,92.44,91.45,92.31,5972868
2016-03-21,91.86,92.63,91.56,92.35,3176788
2016-03-22,91.68,92.21,91.54,91.76,3541313
2016-03-23,91.88,92.65,91.64,92.13,2816138
2016-03-24,91.3,91.97,91.3,91.91,2618724
2016-03-28,92.18,92.3,91.18,91.24,2304267
2016-03-29,91.22,93.04,91.1,92.78,3326336
2016-03-30,93.55,94.17,93.3,93.81,3477666
2016-03-31,93.68,94.94,93.515,94.5,5647102
2016-04-01,93.65,96.11,93.5,95.87,5276900
2016-04-04,96.01,96.1,94.46,95.05,4449858
2016-04-05,94.1,95.41,93.89,94.35,5378093
2016-04-06,94.2,94.84,93.84,94.75,3334328
2016-04-07,94.17,94.26,93.04,93.51,3046524
2016-04-08,94.09,94.66,93.42,93.79,2563811
2016-04-11,93.92,94.68,93.39,93.47,3858182
2016-04-12,93.76,93.99,93.14,93.86,2672969
2016-04-13,94.5,95.75,94.39,95.75,3697819
2016-04-14,95.72,96.77,95.41,96.17,3292175
2016-04-15,96.25,97.31,96.14,96.68,4127619
2016-04-18,96.64,97.79,96.6,97.67,3079689
2016-04-19,98,98.16,96.35,97.24,3635905
2016-04-20,97.66,98.4,97.05,97.9,3627785
2016-04-21,97.95,98.09,97.35,97.54,2912922
2016-04-22,96.39,98.49,96.39,97.45,7176343
2016-04-25,96.79,97.32,96.54,96.98,3276122
2016-04-26,97.16,97.61,96.73,97.27,2929156
2016-04-27,97.24,98.61,96.55,98.38,5210821
2016-04-28,97.94,100,96.73,97.18,6260291
2016-04-29,96.83,97.66,96.0763,96.99,5338514
2016-05-02,97.15,97.94,96.49,97.77,3813123
2016-05-03,97.01,97.54,95.92,96.45,3362122
2016-05-04,95.72,96.39,95.23,96.25,3187474
2016-05-05,96.34,96.83,95.96,96.19,2848625
2016-05-06,95.8,96.76,95.65,96.68,2043380
2016-05-09,96.81,97.25,96.5,96.72,1971927
2016-05-10,96.78,97.7,96.69,97.64,1903494
2016-05-11,97.64,97.84,96.36,96.41,2540618
2016-05-12,96.74,96.82,95.24,95.85,4216787
2016-05-13,95.59,96.28,95.14,95.36,3371644
2016-05-16,95.6,96.52,95.45,96.15,2273588
2016-05-17,95.98,96.29,95.26,95.6,3463263
2016-05-18,95.33,96.17,94.87,95.63,2470223
2016-05-19,95.14,95.5,94.0801,94.7,2268928
2016-05-20,95.17,95.89,95.03,95.47,2446008
2016-05-23,95.505,95.73,94.99,95.08,2231824
2016-05-24,95.53,96.74,95.33,96.48,2447023
2016-05-25,96.78,96.9,96.14,96.45,2689804
2016-05-26,96.54,96.73,96.07,96.38,1738274
2016-05-27,96.53,97.18,96.38,97.18,2724299
2016-05-31,97.18,97.2,95.6,95.9,4028766
2016-06-01,95.59,96.5425,95.25,96.41,2677483
2016-06-02,96.27,96.88,96.005,96.88,2662326
2016-06-03,96.21,96.61,95.33,96.03,2814823
2016-06-06,96.4,96.9744,95.98,96.64,2160834
2016-06-07,96.59,97.17,96.44,96.68,2394882
2016-06-08,96.65,97.99,96.57,97.99,4365205
2016-06-09,97.51,97.63,96.98,97.02,2044759
2016-06-10,96,96.09,94.9,95.21,4080655
2016-06-13,94.73,95.63,94.16,94.19,3082139
2016-06-14,93.87,94.33,93.35,94.11,5338234
2016-06-15,94.36,94.5,93.34,93.34,4025570
2016-06-16,92.93,94.09,92.05,94.08,4976282
2016-06-17,93.98,94.21,92.69,93.29,6941675
2016-06-20,94.5,95.18,94.2501,94.35,4949547
2016-06-21,94.68,95.3,94.47,95.11,4202989
2016-06-22,95.23,95.38,94.06,94.06,2876474
2016-06-23,95.15,95.71,94.61,95.71,2992894
2016-06-24,91.48,93.13,91.14,91.47,8356589
2016-06-27,90.27,90.8,88.82,89.07,7601502
2016-06-28,90.28,90.5,89.715,90.42,4820318
2016-06-29,91.04,92.21,90.85,92.13,3987949
2016-06-30,92.61,92.74,87.59,88.06,12706790
2016-07-01,89.16,89.48,88.27,88.85,8342108
2016-07-05,88.12,89.34,87.92,88.24,7077045
2016-07-06,87.16,87.58,86.65,86.83,9412711
2016-07-07,86.95,88.32,86.95,87.81,4707218
2016-07-08,88.43,88.6901,87.94,88.56,5621775
2016-07-11,89.05,89.31,88.63,88.75,5274781
2016-07-12,89.08,90.08,88.87,90,6121869
2016-07-13,90.46,90.56,89.64,90.34,3997259
2016-07-14,91.32,91.65,90.505,91.45,4240664
2016-07-15,92.03,92.03,90.72,90.93,3262449
2016-07-18,91.18,91.64,90.84,91.6,3406383
2016-07-19,91.21,92.41,91.21,92.38,3423614
2016-07-20,92.56,93.44,92.15,93.3,3794089
2016-07-21,93,93.67,92.025,92.46,4343805
2016-07-22,92.66,93.66,92.11,93.66,4348184
2016-07-25,93.6,93.6,92.54,93,3773470
2016-07-26,92.78,93.67,92.75,93.43,4469563
2016-07-27,93.53,94.3,92.75,93.75,5695920
2016-07-28,95,96.5,94.56,96.01,5209419
2016-07-29,96.07,96.1,95.12,95.24,4364095
2016-08-01,95.23,95.47,94.45,95.07,3512060
2016-08-02,95.03,95.385,94.5,95.25,3948550
2016-08-03,95.07,95.45,94.78,95.08,3006115
2016-08-04,95.09,96.05,94.8,95.91,2875582
2016-08-05,96.29,96.94,96.09,96.88,2632181
2016-08-08,97,97.1,96.63,96.78,2873018
2016-08-09,96.63,97.14,96.55,96.7,1937111
2016-08-10,96.72,96.82,96.23,96.29,2004691
2016-08-11,96.5,96.92,96.17,96.53,2971127
2016-08-12,95.96,96.405,95.51,96.12,1988580
2016-08-15,96.31,96.56,96.07,96.44,2081286
2016-08-16,96.2,96.26,95.46,95.62,2866228
2016-08-17,95.79,96.0698,95.03,95.59,4054658
2016-08-18,95.3,95.87,95.07,95.27,3134607
2016-08-19,95.18,95.2935,94.41,95.22,3091095
2016-08-22,95.19,95.945,94.95,95.79,2391290
2016-08-23,96,96.76,95.9901,96.29,3099923
2016-08-24,96.29,96.469,95.39,95.53,2008053
2016-08-25,95.47,95.81,95.33,95.59,1982846
2016-08-26,95.84,97,95.77,96.47,3123059
2016-08-29,96.45,96.85,96.23,96.78,2590212
2016-08-30,96.79,97.19,96.34,97.09,2634854
2016-08-31,96.81,97.09,96.13,96.63,3499347
2016-09-01,96.67,97.7,96.51,97.62,4198110
2016-09-02,97.4,98.1,97.37,97.89,2572430
2016-09-06,97.81,98.91,97.69,98.79,3879255
2016-09-07,98.49,99.6,98.26,99.57,4198160
2016-09-08,99.45,100.67,99.39,99.98,4605409
2016-09-09,99.08,99.685,98.15,98.15,5458462
2016-09-12,97.54,100.315,97.49,100.11,4264317
2016-09-13,99.35,100.06,98.98,99.39,4732245
2016-09-14,99.34,99.63,98.38,98.71,4400019
2016-09-15,98.57,99.815,98.45,99.47,3490591
2016-09-16,99.05,99.689,98.59,99.36,4498823
2016-09-19,99.95,100.39,99.42,99.68,3056878
2016-09-20,100.25,100.92,100.009,100.49,3848683
2016-09-21,100.81,101.31,99.97,101.26,3251949
2016-09-22,101.57,102.23,101.51,102.12,3390559
2016-09-23,101.92,102.1,101.25,101.66,2757030
2016-09-26,100.82,101.83,100.75,101.16,3468932
2016-09-27,101,101.65,100.56,101.45,3547736
2016-09-28,101.43,101.58,100.8295,101.51,3629520
2016-09-29,101.58,102.31,100.59,100.61,3009957
2016-09-30,100.78,102.23,100.68,101.77,4180748
2016-10-03,101.39,102.38,101.24,101.88,3696666
2016-10-04,102.03,102.21,101.04,101.22,2881907
2016-10-05,101.32,102.67,101.32,102.4,3768727
2016-10-06,102.4,103.17,102.015,102.94,3875630
2016-10-07,103.05,103.49,101.98,102.25,4225571
2016-10-10,102.7,103.37,102.55,102.65,2376543
2016-10-11,102.54,102.63,100.82,101.35,3412844
2016-10-12,101.56,101.91,101.05,101.36,3467809
2016-10-13,100.75,101.49,99.78,100.65,3657359
2016-10-14,101.1,102.2,100.81,100.88,3280440
2016-10-17,100.96,101.2597,100.62,100.85,1975512
2016-10-18,101.78,102.1201,101.06,101.73,2624478
2016-10-19,101.8,102.85,101.63,102.73,3305249
2016-10-20,102.79,103.37,102.35,102.55,2945336
2016-10-21,102.13,103,101.96,102.85,3018831
2016-10-24,103.15,103.92,102.96,103.19,2565640
2016-10-25,103.09,103.24,102.29,102.88,4869340
2016-10-26,102.56,103.46,102.53,103.22,3355991
2016-10-27,103.19,104.3,103.19,103.6,5096126
2016-10-28,105.05,107.83,104.61,106.9,9095447
2016-10-31,107.4,108.93,106.47,107.02,5819959
2016-11-01,107,107.12,104.79,104.96,7076372
2016-11-02,104.28,105,104,104,3527207
2016-11-03,103.52,104.46,103.51,103.78,3127284
2016-11-04,103.9,104.43,103.03,103.03,3066958
2016-11-07,104.58,106.03,104.53,105.96,3067483
2016-11-08,105.74,106.4701,105.53,105.7,2864192
2016-11-09,104.91,106.45,103.86,106.19,4774953
2016-11-10,106.66,107.14,102.45,104.5,6584263
2016-11-11,103.86,105.06,103.66,104.62,3300333
2016-11-14,105.02,105.1,100.36,101.14,7106775
2016-11-15,101.38,102.99,101.38,102.48,4633090
2016-11-16,102.43,104,102.43,104,4567900
2016-11-17,104.4,105.25,103.74,104.45,3096822
2016-11-18,104.65,105.1,104.305,104.78,3274975
2016-11-21,104.78,106,104.69,105.94,2650805
2016-11-22,106,106.13,104.74,105.93,4570145
2016-11-23,105.6,105.91,104.29,104.56,4954999
2016-11-25,104.62,105.73,104.53,105.73,1566890
2016-11-28,105.42,105.42,103.05,103.36,5401709
2016-11-29,103.68,104.37,103.335,103.82,3356613
2016-11-30,103.54,104.28,101.38,102.2,6889198
2016-12-01,102.33,102.58,99.51,100.18,5452096
2016-12-02,100.25,101.135,99.82,101.1,3980326
2016-12-05,101.87,103.665,101.8,103.55,5428094
2016-12-06,103.82,103.98,101.8,102,4975235
2016-12-07,103.02,105.5699,102.62,105.25,5423503
2016-12-08,105.18,105.49,103.86,104.82,3024709
2016-12-09,104.81,105.1,104,104.41,2541027
2016-12-12,104.34,104.4,103.16,103.28,3827651
2016-12-13,103.57,104.6,102.94,103.32,4297700
2016-12-14,102.91,104.84,102.91,103.28,3515753
2016-12-15,104.43,105.71,104,104.35,3774508
2016-12-16,104.82,104.82,103.05,103.43,4659599
2016-12-19,103.7,104.2,103.45,103.54,2980939
2016-12-20,104.05,104.56,103.145,104.54,2354402
2016-12-21,104.48,104.97,103.9,104.17,1952688
2016-12-22,104.43,104.76,103.16,104.31,2464555
2016-12-23,104.3,105.16,104.01,104.71,1610663
2016-12-27,104.9,105.64,104.6972,104.8,2159735
2016-12-28,104.7,104.78,103.54,103.68,2552285
2016-12-29,103.81,104.37,103.44,103.77,2858590
2016-12-30,103.86,104.06,102.98,103.25,3834723
2017-01-03,104.41,105.94,104.11,105.39,4711319
2017-01-04,105.34,106.75,104.86,106.39,3298836
2017-01-05,107.05,108.15,106.46,106.99,3262163
2017-01-06,107.32,108.11,106.87,107.76,3044955
2017-01-09,107.76,108.15,107.31,107.55,2500112
2017-01-10,107.55,108.57,106.92,107.32,3162227
2017-01-11,107.04,107.85,106.83,107.81,2499275
2017-01-12,107.67,108.86,107.31,108.71,3289112
2017-01-13,108.63,109.4,108.53,108.7,4661851
2017-01-17,108.23,108.86,107.61,108.4,2898194
2017-01-18,108.71,109.22,107.91,108.66,2652563
2017-01-19,108.84,109.37,108.33,108.53,1885957
2017-01-20,109.24,110,108.91,109.96,4173060
2017-01-23,109.66,109.98,109.13,109.63,3675714
2017-01-24,109.81,110.13,109.18,109.92,2899629
2017-01-25,110.66,111.07,109.4,110.19,3848339
2017-01-26,109.97,110.32,109,109.38,2567680
2017-01-27,109.57,109.84,108.92,109.84,2591592
2017-01-30,109.37,109.56,108.1,109.3,4300836
2017-01-31,105.97,107.1,105.5,106.33,6470130
2017-02-01,106.63,106.75,104.01,105,6149399
2017-02-02,104.92,105.49,104.61,105.14,4112044
2017-02-03,106.31,107.54,105.6,106.58,7132481
2017-02-06,106.58,106.62,105.69,106.59,3444865
2017-02-07,107,107.15,106.04,106.6,3204618
2017-02-08,106.55,106.9,105.8,106.72,2993641
2017-02-09,106.73,107.54,106.5,107.3,2679439
2017-02-10,107.55,107.64,107.2,107.27,2078832
2017-02-13,107.7,108.33,107.54,108.28,2337277
2017-02-14,108.01,109.21,107.76,108.88,2336266
2017-02-15,109,110.06,108.77,109.66,2920281
2017-02-16,109.75,110.2,108.885,109.3,2147154
2017-02-17,109.24,110,108.98,109.42,2851173
2017-02-21,109.45,110.24,109.34,110.16,3117248
2017-02-22,109.8,110.41,109.16,109.44,3049304
2017-02-23,109.83,110.75,109.6,110.74,4162766
2017-02-24,110.54,111,110.2,111,2471728
2017-02-27,110.4,110.99,109.76,110.57,2361708
2017-02-28,110.5,110.87,109.99,110.46,3367191
2017-03-01,111.42,112.92,110.78,112.31,3218687
2017-03-02,112.2,112.29,111.3,111.33,2691080
2017-03-03,111.29,111.84,110.96,111.74,2938318
2017-03-06,111.14,111.79,111.01,111.36,2175811
2017-03-07,111.37,111.7,110.74,110.96,2474250
2017-03-08,111.29,111.45,110.79,110.98,2355432
2017-03-09,111.08,111.37,110.645,110.79,3195407
2017-03-10,111.45,111.55,110.61,111.21,2735371
2017-03-13,111.29,111.8,111.13,111.53,3122974
2017-03-14,111.33,111.47,110.13,110.49,2891418
2017-03-15,111.06,112.4168,110.49,112.02,3305515
2017-03-16,112.11,112.97,111.5834,112.67,2746446
2017-03-17,112.85,113.5,112.76,112.83,4119234
2017-03-20,112.82,112.99,111.85,112.41,2435412
2017-03-21,112.41,112.77,110.43,110.71,3733999
2017-03-22,110.99,111.91,110.79,111.45,2576236
2017-03-23,111.31,112.45,111.27,111.6,3107013
2017-03-24,111.97,112.47,111.67,111.98,3221897
2017-03-27,110.7,112.3,110.33,111.94,2724198
2017-03-28,111.81,112.75,111.47,112.47,2986085
2017-03-29,112.03,112.325,111.52,112.06,1783848
2017-03-30,112,112.7,111.57,112.67,2030164
2017-03-31,112.62,113.18,112.44,112.47,2507661
2017-04-03,112.7,112.97,111.36,112.24,3170096
2017-04-04,112.23,112.85,111.9,112.09,2169685
2017-04-05,112.25,113.18,111.9,112.07,2486551
2017-04-06,112.34,112.61,111.71,112.43,2238810
2017-04-07,112.18,112.75,111.84,112.24,1995092
2017-04-10,112.29,113.07,112.29,112.32,1862798
2017-04-11,111.9,112.57,111.47,112.11,2045754
2017-04-12,111.65,112.3,111.35,111.47,2651155
2017-04-13,111.23,112.19,111.01,111.22,2690385
2017-04-17,111.77,112.74,111.53,112.67,1731576
2017-04-18,112.49,113.17,112.1,112.52,2140956
2017-04-19,112.49,113.16,112.11,112.29,2242436
2017-04-20,112.9,114.9,112.67,114.59,3458864
2017-04-21,114.8,115.61,114.01,114.27,4067373
2017-04-24,115.8,115.99,115,115.7,3207965
2017-04-25,116.35,116.48,115.89,116.13,2873668
2017-04-26,116.05,116.56,115.95,116.17,2202711
2017-04-27,116.51,117.31,116.12,117.1,3350831
2017-04-28,116.79,117.37,116.07,116.32,3536037
2017-05-01,116.54,117.29,116.22,116.37,3556561
2017-05-02,117.83,119.71,117.65,118.12,6802625
2017-05-03,118.17,118.525,116.55,117.33,3640871
2017-05-04,117.55,118.08,116.9,117.92,2560432
2017-05-05,118.27,118.38,117.2,117.5,2335860
2017-05-08,117.71,117.71,116.39,116.61,2562683
2017-05-09,116.63,116.9128,116.04,116.41,2350659
2017-05-10,116.11,116.77,116.01,116.65,1812510
2017-05-11,116.58,116.88,115.78,116.53,2238951
2017-05-12,116.33,117.22,116.15,117.13,3195199
2017-05-15,117.36,118.56,117.09,118.21,2985771
2017-05-16,118.26,118.565,117.7,118.49,2375650
2017-05-17,117.29,117.91,116.65,116.8,4194963
2017-05-18,115.93,116.65,115.55,116.24,5088427
2017-05-19,116.92,117.89,116.51,117.58,4360560
2017-05-22,117.8,119.1,117.58,119,2578224
2017-05-23,119.04,119.93,118.974,119.6,2857163
2017-05-24,119.6,120.72,119.53,120.7,2509475
2017-05-25,121.02,122.48,120.95,121.92,4689308
2017-05-26,121.91,122.08,121.32,121.63,2142128
2017-05-30,121.29,121.79,121.03,121.65,3405548
2017-05-31,121.9,122.98,121.15,122.88,4708509
2017-06-01,122.8,123.4,122.11,123.4,3279661
2017-06-02,123.39,125.3,123.35,125.2,3731869
2017-06-05,125.54,126.19,125.25,125.9,4617552
2017-06-06,125.54,125.94,124.98,125.24,2712127
2017-06-07,125.48,125.88,124.77,125.19,3219663
2017-06-08,125,125.4,124.0589,124.76,3332354
2017-06-09,124.92,124.94,121.71,123.04,3557223
2017-06-12,121.98,122.09,120.2,120.76,6573655
2017-06-13,121.24,122.71,121.09,122.32,3938304
2017-06-14,122.85,123.16,121.76,122.5,2939745
2017-06-15,121.07,121.63,119.89,121.42,3492638
2017-06-16,121.49,122.2,120.72,121.96,3804863
2017-06-19,122.63,123.12,122.2633,123.09,2547054
2017-06-20,122.89,123.77,122.67,122.93,3015269
2017-06-21,123.54,123.54,122.44,123.1,2384118
2017-06-22,122.87,123.5225,122.29,123.3,2160617
2017-06-23,123.68,125,123.12,124.01,3381548
2017-06-26,124.17,124.58,123.19,123.52,2377237
2017-06-27,123.49,123.51,122.74,122.74,2516446
2017-06-28,123.19,124.87,122.57,124.81,2574869
2017-06-29,124.61,124.68,121.2,121.51,4147360
2017-06-30,121.78,122.42,121.21,121.45,3574016
2017-07-03,122.25,122.31,120.72,120.78,2314224
2017-07-05,121.14,122.16,121.123,121.98,3856490
2017-07-06,121.34,121.68,120.65,120.8,2702571
2017-07-07,121.39,122.72,121.07,122.2,2119025
2017-07-10,122.16,123.19,121.82,122.73,2886891
2017-07-11,122.81,124.71,122.5,124.23,3885719
2017-07-12,125,125.75,124.6,125.28,2770351
2017-07-13,125.62,126.4,125.37,125.47,3330947
2017-07-14,125.56,127.53,125.56,127.01,2690807
2017-07-17,127.26,127.58,126.54,127.43,2291720
2017-07-18,127.11,128.16,127,127.73,3732840
2017-07-19,127.73,128.27,127.555,128.04,2550405
2017-07-20,128.4,128.84,127.935,128.47,2350123
2017-07-21,128.53,130.2,128.32,129.27,4375492
2017-07-24,129.39,129.9,128.6,129.52,3065440
2017-07-25,130,130.18,129.22,129.98,2476008
2017-07-26,129.92,131.18,129.76,130.99,3547811
2017-07-27,132,132.1989,126.55,128.93,4914542
2017-07-28,128.96,129.99,127.31,127.91,5257924
2017-07-31,128,128.45,127.4,127.8,3347529
